question,label
What are the genetic changes related to surfactant dysfunction ?,information
Is surfactant dysfunction inherited ?,information
What are the treatments for surfactant dysfunction ?,treatment
What is (are) C3 glomerulopathy ?,information
How many people are affected by C3 glomerulopathy ?,information
What are the genetic changes related to C3 glomerulopathy ?,information
Is C3 glomerulopathy inherited ?,information
What are the treatments for C3 glomerulopathy ?,treatment
What is (are) sepiapterin reductase deficiency ?,information
How many people are affected by sepiapterin reductase deficiency ?,information
What are the genetic changes related to sepiapterin reductase deficiency ?,information
Is sepiapterin reductase deficiency inherited ?,information
What are the treatments for sepiapterin reductase deficiency ?,treatment
What is (are) familial adenomatous polyposis ?,information
How many people are affected by familial adenomatous polyposis ?,information
What are the genetic changes related to familial adenomatous polyposis ?,information
Is familial adenomatous polyposis inherited ?,information
What are the treatments for familial adenomatous polyposis ?,treatment
What is (are) Lesch-Nyhan syndrome ?,information
How many people are affected by Lesch-Nyhan syndrome ?,information
What are the genetic changes related to Lesch-Nyhan syndrome ?,information
Is Lesch-Nyhan syndrome inherited ?,information
What are the treatments for Lesch-Nyhan syndrome ?,treatment
What is (are) Warsaw breakage syndrome ?,information
How many people are affected by Warsaw breakage syndrome ?,information
What are the genetic changes related to Warsaw breakage syndrome ?,information
Is Warsaw breakage syndrome inherited ?,information
What are the treatments for Warsaw breakage syndrome ?,treatment
What is (are) autosomal recessive hyper-IgE syndrome ?,information
How many people are affected by autosomal recessive hyper-IgE syndrome ?,information
What are the genetic changes related to autosomal recessive hyper-IgE syndrome ?,information
Is autosomal recessive hyper-IgE syndrome inherited ?,information
What are the treatments for autosomal recessive hyper-IgE syndrome ?,treatment
What is (are) giant congenital melanocytic nevus ?,information
How many people are affected by giant congenital melanocytic nevus ?,information
What are the genetic changes related to giant congenital melanocytic nevus ?,information
Is giant congenital melanocytic nevus inherited ?,information
What are the treatments for giant congenital melanocytic nevus ?,treatment
What is (are) spinocerebellar ataxia type 36 ?,information
How many people are affected by spinocerebellar ataxia type 36 ?,information
What are the genetic changes related to spinocerebellar ataxia type 36 ?,information
Is spinocerebellar ataxia type 36 inherited ?,information
What are the treatments for spinocerebellar ataxia type 36 ?,treatment
What is (are) Laing distal myopathy ?,information
How many people are affected by Laing distal myopathy ?,information
What are the genetic changes related to Laing distal myopathy ?,information
Is Laing distal myopathy inherited ?,information
What are the treatments for Laing distal myopathy ?,treatment
What is (are) Graves disease ?,information
How many people are affected by Graves disease ?,information
What are the genetic changes related to Graves disease ?,information
Is Graves disease inherited ?,information
What are the treatments for Graves disease ?,treatment
What is (are) acral peeling skin syndrome ?,information
How many people are affected by acral peeling skin syndrome ?,information
What are the genetic changes related to acral peeling skin syndrome ?,information
Is acral peeling skin syndrome inherited ?,information
What are the treatments for acral peeling skin syndrome ?,treatment
What is (are) Marfan syndrome ?,information
How many people are affected by Marfan syndrome ?,information
What are the genetic changes related to Marfan syndrome ?,information
Is Marfan syndrome inherited ?,information
What are the treatments for Marfan syndrome ?,treatment
What is (are) optic atrophy type 1 ?,information
How many people are affected by optic atrophy type 1 ?,information
What are the genetic changes related to optic atrophy type 1 ?,information
Is optic atrophy type 1 inherited ?,information
What are the treatments for optic atrophy type 1 ?,treatment
What is (are) intestinal pseudo-obstruction ?,information
How many people are affected by intestinal pseudo-obstruction ?,information
What are the genetic changes related to intestinal pseudo-obstruction ?,information
Is intestinal pseudo-obstruction inherited ?,information
What are the treatments for intestinal pseudo-obstruction ?,treatment
What is (are) CATSPER1-related nonsyndromic male infertility ?,information
How many people are affected by CATSPER1-related nonsyndromic male infertility ?,information
What are the genetic changes related to CATSPER1-related nonsyndromic male infertility ?,information
Is CATSPER1-related nonsyndromic male infertility inherited ?,information
What are the treatments for CATSPER1-related nonsyndromic male infertility ?,treatment
What is (are) mucolipidosis III alpha/beta ?,information
How many people are affected by mucolipidosis III alpha/beta ?,information
What are the genetic changes related to mucolipidosis III alpha/beta ?,information
Is mucolipidosis III alpha/beta inherited ?,information
What are the treatments for mucolipidosis III alpha/beta ?,treatment
What is (are) catecholaminergic polymorphic ventricular tachycardia ?,information
How many people are affected by catecholaminergic polymorphic ventricular tachycardia ?,information
What are the genetic changes related to catecholaminergic polymorphic ventricular tachycardia ?,information
